Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Amazon.com,618-5449324-3222252,2022-02-21T09:29:20Z,Not Applicable,USD,54.97,3.85,0,0,58.82,54.97,3.85,B08N5WRWNW,New,1,Gift Certificate/Card,Cancelled,Not Available,Not Available,expd-consolidated-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Not Available,Echo Dot (4th Gen) Smart Speaker with Alexa,Not Available,Not Available,Not Available,Not Available
Amazon.com,783-6022741-2737893,2022-02-12T02:56:15Z,Not Applicable,USD,47.95,3.36,0,0,51.31,47.95,3.36,B08FT5QJKL,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-02-15T02:56:15.000Z,next-1dc,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA388339584783),Hydro Flask 32 oz Wide Mouth Bottle,Not Available,Not Available,Not Available,Not Available
Amazon.com,617-9196204-5213115,2022-03-04T03:47:35Z,Not Applicable,USD,207.26,14.51,0,0,221.77,207.26,14.51,B07ZPKN6YR,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-03-06T03:47:35.000Z,no-rush-delivery,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA159468562624),LEGO Creator Expert Assembly Square 4002016,Not Available,Not Available,Not Available,Not Available
Amazon.com,664-8175395-1162230,2022-03-03T20:27:53Z,Not Applicable,USD,15.28,1.07,0,0,16.35,15.28,1.07,B07XJ8C8F7,New,1,Visa - 7743,Closed,Shipped,2022-03-06T20:27:53.000Z,std-n-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA182084873288),AmazonBasics AA Performance Alkaline Batteries 48-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,315-5186414-2724590,2022-03-23T04:34:02Z,Not Applicable,USD,68.97,4.83,0,0,73.8,68.97,4.83,B08L5M9BTX,New,1,Visa - 4821,Closed,Shipped,2022-03-26T04:34:02.000Z,second,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA956217530058),Cuisinart 12-Cup Programmable Coffee Maker,Not Available,Not Available,Not Available,Not Available
Amazon.com,125-4009172-6573147,2022-04-18T13:39:47Z,Not Applicable,USD,59.0,4.13,0,0,126.26,118.0,8.26,B08HMWZBP5,New,2,Visa - 7743,Cancelled,Not Available,Not Available,std-us-5,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Not Available,KitchenAid 5-Speed Ultra Power Hand Mixer,Not Available,Not Available,Not Available,Not Available
Amazon.com,304-8722606-6866294,2022-04-26T13:51:42Z,Not Applicable,USD,228.85,16.02,0,0,244.87,228.85,16.02,B07ZPKN6YR,New,1,AmericanExpress - 2084,Closed,Shipped,2022-04-28T13:51:42.000Z,expd-consolidated-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA345790651066),LEGO Creator Expert Assembly Square 4002016,Not Available,Not Available,Not Available,Not Available
Amazon.com,795-9996207-6555772,2022-04-01T21:12:25Z,Not Applicable,USD,240.53,16.84,0,0,514.74,481.06,33.68,B07ZPKN6YR,New,2,Gift Certificate/Card,Closed,Shipped,2022-04-04T21:12:25.000Z,std-us-5,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA134098763897),LEGO Creator Expert Assembly Square 4002016,Not Available,Not Available,Not Available,Not Available
Amazon.com,494-4188992-5273534,2022-04-04T08:11:37Z,Not Applicable,USD,14.3,1.0,0,0,15.3,14.3,1.0,B07XJ8C8F7,New,1,AmericanExpress - 2084,Closed,Shipped,2022-04-07T08:11:37.000Z,rush,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA877579719274),AmazonBasics AA Performance Alkaline Batteries 48-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,780-6539837-6266630,2022-04-14T00:33:59Z,Not Applicable,USD,36.69,2.57,0,0,39.26,36.69,2.57,B09DFCB66P,New,1,AmericanExpress - 2084,Closed,Shipped,2022-04-19T00:33:59.000Z,rush,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA890809244118),Stanley Quencher H2.0 FlowState Tumbler 40oz,Not Available,Not Available,Not Available,Not Available
Amazon.com,793-3919694-6049101,2022-05-10T16:19:42Z,Not Applicable,USD,267.6,18.73,0,0,286.33,267.6,18.73,B07PXGQC1Q,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-05-14T16:19:42.000Z,std-us-5,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA703039501013),Bose QuietComfort 35 II Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,623-8938746-3846949,2022-05-27T00:19:18Z,Not Applicable,USD,102.08,7.15,0,0,109.23,102.08,7.15,B07VGRJDFY,New,1,AmericanExpress - 2084,Closed,Shipped,2022-05-29T00:19:18.000Z,expd-consolidated-us,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA193024055640),Ninja AF101 Air Fryer 4 Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,250-1409790-1775337,2022-05-10T16:42:40Z,Not Applicable,USD,304.22,21.3,0,0,325.52,304.22,21.3,B07PXGQC1Q,New,1,Visa - 7743,Closed,Shipped,2022-05-15T16:42:40.000Z,expd-consolidated-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA772055593219),Bose QuietComfort 35 II Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,868-2788238-8132769,2022-05-28T02:29:26Z,Not Applicable,USD,43.95,3.08,0,0,47.03,43.95,3.08,B09JBCSC7H,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-06-02T02:29:26.000Z,next-1dc,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA294213443847),Massage Gun Deep Tissue Percussion Back Massager,Not Available,Not Available,Not Available,Not Available
Amazon.com,873-8425149-9468772,2022-05-26T22:33:29Z,Not Applicable,USD,40.64,2.84,0,0,43.48,40.64,2.84,B07YFF3J3K,New,1,AmericanExpress - 2084,Closed,Shipped,2022-05-27T22:33:29.000Z,second,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA705190332857),Crest 3D Whitestrips Professional Effects 20 Treatments,Not Available,Not Available,Not Available,Not Available
Amazon.com,741-5013879-5606980,2022-05-15T05:47:55Z,Not Applicable,USD,61.7,4.32,0,0,66.02,61.7,4.32,B08DFPV5RP,New,1,Gift Certificate/Card,Closed,Shipped,2022-05-19T05:47:55.000Z,std-n-us,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA183493617047),Ring Video Doorbell Wired,Not Available,Not Available,Not Available,Not Available
Amazon.com,823-4589533-2077581,2022-05-23T09:15:17Z,Not Applicable,USD,255.6,17.89,0,0,546.98,511.2,35.78,B07PXGQC1Q,New,2,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-05-26T09:15:17.000Z,std-us,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA548458442836),Bose QuietComfort 35 II Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,588-1098919-6901533,2022-05-11T17:29:26Z,Not Applicable,USD,44.0,3.08,0,0,94.16,88.0,6.16,B09JBCSC7H,New,2,Visa - 4821,Closed,Shipped,2022-05-12T17:29:26.000Z,std-us-5,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA925916252414),Massage Gun Deep Tissue Percussion Back Massager,Not Available,Not Available,Not Available,Not Available
Amazon.com,498-6639317-7783308,2022-05-13T13:34:47Z,Not Applicable,USD,12.26,0.86,0,0,13.12,12.26,0.86,B0B4MWY89V,New,1,AmericanExpress - 2084,Closed,Shipped,2022-05-18T13:34:47.000Z,next-1dc,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA283498961791),Dash Mini Waffle Maker,Not Available,Not Available,Not Available,Not Available
Amazon.com,238-8746014-4048907,2022-05-27T14:58:08Z,Not Applicable,USD,37.18,2.6,0,0,39.78,37.18,2.6,B07YFF3J3K,New,1,Visa - 4821,Closed,Shipped,2022-06-01T14:58:08.000Z,std-us-5,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA383683812395),Crest 3D Whitestrips Professional Effects 20 Treatments,Not Available,Not Available,Not Available,Not Available
Amazon.com,954-2374158-8890439,2022-05-13T10:13:29Z,Not Applicable,USD,272.26,19.06,0,0,291.32,272.26,19.06,B07PXGQC1Q,New,1,AmericanExpress - 2084,Closed,Shipped,2022-05-16T10:13:29.000Z,no-rush-delivery,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA920422004102),Bose QuietComfort 35 II Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,736-3556551-5002120,2022-05-18T01:22:14Z,Not Applicable,USD,22.69,1.59,0,0,72.84,68.07,4.77,B07YTF1HHQ,New,3,Visa - 7743,Closed,Shipped,2022-05-19T01:22:14.000Z,next-1dc,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA620233157780),Govee Smart LED Strip Lights 32.8ft,Not Available,Not Available,Not Available,Not Available
Amazon.com,896-3747534-6218367,2022-05-22T03:36:13Z,Not Applicable,USD,126.54,8.86,0,0,135.4,126.54,8.86,B07ZPMLBMG,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-05-26T03:36:13.000Z,rush,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA736119440405),Fitbit Charge 5 Advanced Fitness Tracker,Not Available,Not Available,Not Available,Not Available
Amazon.com,204-6059717-3030966,2022-06-01T09:36:43Z,Not Applicable,USD,317.61,22.23,0,0,679.68,635.22,44.46,B09WB9VDQ8,New,2,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-06-05T09:36:43.000Z,expd-consolidated-us,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA961424120992),VIZIO 55-Inch V-Series 4K UHD Smart TV,Not Available,Not Available,Not Available,Not Available
Amazon.com,543-7076506-8713146,2022-06-02T11:34:27Z,Not Applicable,USD,14.46,1.01,0,0,15.47,14.46,1.01,B09KZ6TBNY,New,1,AmericanExpress - 2084,Closed,Shipped,2022-06-05T11:34:27.000Z,rush,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,Jordan Kim 5 HARBOR VIEW RD SEATTLE WA 98101-4411 United States,AMZN_US(TBA270541592056),iHealth COVID-19 Antigen Rapid Test 2-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,430-5118725-2453962,2022-06-14T05:46:33Z,Not Applicable,USD,45.33,3.17,0,0,97.0,90.66,6.34,B09BBBJ4XB,New,2,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-06-17T05:46:33.000Z,no-rush-delivery,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA368224152205),Coleman Portable Camp Chair with Side Table,Not Available,Not Available,Not Available,Not Available
Amazon.com,448-5691890-5635017,2022-06-25T14:36:39Z,Not Applicable,USD,298.58,20.9,0,0,319.48,298.58,20.9,B07PXGQC1Q,New,1,Discover - 3319,Closed,Shipped,2022-06-29T14:36:39.000Z,no-rush-delivery,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA110977038883),Bose QuietComfort 35 II Wireless Headphones,Not Available,Not Available,Not Available,Not Available
Amazon.com,911-1289293-2561176,2022-06-17T06:05:15Z,Not Applicable,USD,66.36,4.65,0,0,71.01,66.36,4.65,B07H1RNMXC,New,1,AmericanExpress - 2084,Closed,Shipped,2022-06-21T06:05:15.000Z,std-n-us,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA341781900773),Tile Mate Bluetooth Tracker 4-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,460-8612582-5545223,2022-06-13T22:15:19Z,Not Applicable,USD,140.86,9.86,0,0,150.72,140.86,9.86,B0BSHF7WHW,New,1,Gift Certificate/Card,Closed,Shipped,2022-06-18T22:15:19.000Z,second,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA376194842663),Kindle Paperwhite 11th Generation 8GB,Not Available,Not Available,Not Available,Not Available
Amazon.com,383-9801946-5747930,2022-07-08T03:46:12Z,Not Applicable,USD,98.06,6.86,0,0,104.92,98.06,6.86,B0BDJ17NLJ,New,1,Visa - 7743,Closed,Shipped,2022-07-11T03:46:12.000Z,std-n-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA211585443515),Instant Pot Duo 7-in-1 Electric Pressure Cooker 6 Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,814-3118618-9235577,2022-07-27T06:18:14Z,Not Applicable,USD,29.15,2.04,0,0,31.19,29.15,2.04,B08BHXG144,New,1,Visa - 4821,Closed,Shipped,2022-07-30T06:18:14.000Z,no-rush-delivery,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA727117904706),Anker 65W Fast Charger USB-C Wall Charger,Not Available,Not Available,Not Available,Not Available
Amazon.com,603-2242892-1899411,2022-07-10T15:30:28Z,Not Applicable,USD,26.6,1.86,0,0,85.38,79.8,5.58,B08BHXG144,New,3,Visa - 4821,Closed,Shipped,2022-07-13T15:30:28.000Z,std-us-5,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA263860419795),Anker 65W Fast Charger USB-C Wall Charger,Not Available,Not Available,Not Available,Not Available
Amazon.com,561-8427625-5988757,2022-07-26T18:19:05Z,Not Applicable,USD,88.44,6.19,0,0,94.63,88.44,6.19,B0BDJ17NLJ,New,1,Visa - 7743,Closed,Shipped,2022-07-28T18:19:05.000Z,std-us-5,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA747939482105),Instant Pot Duo 7-in-1 Electric Pressure Cooker 6 Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,776-2362099-3634980,2022-07-14T09:36:39Z,Not Applicable,USD,41.38,2.9,0,0,132.84,124.14,8.7,B09BBBJ4XB,New,3,Visa - 7743,Closed,Shipped,2022-07-15T09:36:39.000Z,no-rush-delivery,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,Chris Taylor 1002 SUNSET BLVD AUSTIN TX 78701-2200 United States,AMZN_US(TBA290008774121),Coleman Portable Camp Chair with Side Table,Not Available,Not Available,Not Available,Not Available
Amazon.com,819-8617381-2194198,2022-07-18T02:10:00Z,Not Applicable,USD,64.6,4.52,0,0,69.12,64.6,4.52,B08DFPV5RP,New,1,Gift Certificate/Card and Visa - 4821,Closed,Shipped,2022-07-22T02:10:00.000Z,no-rush-delivery,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA356355366221),Ring Video Doorbell Wired,Not Available,Not Available,Not Available,Not Available
Amazon.com,161-3783722-6160869,2022-07-09T20:37:42Z,Not Applicable,USD,94.45,6.61,0,0,101.06,94.45,6.61,B07VGRJDFY,New,1,Visa - 7743,Closed,Shipped,2022-07-11T20:37:42.000Z,rush,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA922894448206),Ninja AF101 Air Fryer 4 Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,548-2349590-1668752,2022-07-27T18:58:18Z,Not Applicable,USD,86.43,6.05,0,0,92.48,86.43,6.05,B0BDJ17NLJ,New,1,Gift Certificate/Card,Closed,Shipped,2022-07-31T18:58:18.000Z,std-n-us,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,Alex Johnson 4521 MAPLE RIDGE DR SPRINGFIELD IL 62704-1832 United States,AMZN_US(TBA576266444796),Instant Pot Duo 7-in-1 Electric Pressure Cooker 6 Qt,Not Available,Not Available,Not Available,Not Available
Amazon.com,690-1674975-3939212,2022-07-24T10:38:16Z,Not Applicable,USD,15.45,1.08,0,0,16.53,15.45,1.08,B09KZ6TBNY,New,1,Visa - 4821,Closed,Shipped,2022-07-25T10:38:16.000Z,no-rush-delivery,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,AMZN_US(TBA668956468715),iHealth COVID-19 Antigen Rapid Test 2-Pack,Not Available,Not Available,Not Available,Not Available
Amazon.com,441-6386463-2754894,2022-08-21T14:58:17Z,Not Applicable,USD,74.35,5.2,0,0,79.55,74.35,5.2,B08L5M9BTX,New,1,Discover - 3319,Cancelled,Not Available,Not Available,std-us-5,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Morgan Lee 88 BIRCHWOOD LN APT 3B DENVER CO 80203-5541 United States,Not Available,Cuisinart 12-Cup Programmable Coffee Maker,Not Available,Not Available,Not Available,Not Available
